Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Year
1441565,2019-07-07,Michigan,Flint,Clio Rd and Myrtle St,0,6,0,0,0,,2019
1441613,2019-07-07,Missouri,Saint Louis,N Tucker Blvd and Convention Plaza,0,5,0,0,0,,2019
1441396,2019-07-07,Illinois,Chicago,5600 block of S Paulina St,0,4,0,0,0,,2019
1441296,2019-07-07,Illinois,Chicago,600 block of W 61st Pl,0,4,0,0,0,,2019
1441317,2019-07-07,New Mexico,Albuquerque,211 Gold Ave SW,0,4,0,0,0,,2019
1441427,2019-07-06,California,San Jose,3036 Quinto Way,0,4,0,0,0,,2019
1441721,2019-07-06,Missouri,Saint Louis,1921 Chambers Rd,5,0,0,0,1,,2019
1440510,2019-07-05,Massachusetts,Boston,Maple St,0,6,0,0,0,,2019
1440879,2019-07-05,Nevada,Reno,600 block of Spokane St,1,3,0,2,3,,2019
1439593,2019-07-05,Illinois,Chicago,1600 block of E 67th St,0,5,0,0,0,,2019
1440257,2019-07-05,New York,Brooklyn,Elton St and Belmont Ave,0,4,0,0,0,,2019
1440765,2019-07-04,Illinois,Rockford,1100 block of Preston St,0,4,0,0,0,,2019
1439737,2019-07-04,California,Los Angeles,1900 block of Adair St,0,4,0,0,0,,2019
1438971,2019-07-04,Illinois,Chicago,800 block of N Homan Ave,1,3,0,0,1,,2019
1439765,2019-07-04,California,Fresno,4700 block of E Hamilton Ave,1,3,0,0,0,,2019
1439042,2019-07-03,Texas,Katy,5507 Everhart Manor Ln,1,3,1,0,0,,2019
1438602,2019-07-02,Missouri,Saint Louis (Wellston),6250 Page Ave,0,4,0,0,0,,2019
1437094,2019-07-01,Maryland,Baltimore,1200 block of N Luzerne Ave,0,4,0,0,0,,2019
1435804,2019-06-30,California,Oakland,3000 block of Brookdale Ave,0,4,0,0,0,,2019
1436545,2019-06-30,California,Yucaipa,12700 block of California St,0,5,0,0,0,,2019
1436254,2019-06-30,Texas,Dallas,3535 Munger Ave,2,2,0,0,0,,2019
1435578,2019-06-30,New York,Bay Shore,Farragut Ave,0,6,0,0,0,,2019
1435041,2019-06-29,Connecticut,Hartford,Judson St and Martin St,0,4,0,0,0,,2019
1435297,2019-06-29,Louisiana,Gray,2700 block of W Park Ave,0,4,0,0,0,,2019
1434931,2019-06-29,Illinois,Chicago,2400 block of W Jackson Blvd,0,5,0,0,0,,2019
1435028,2019-06-29,Louisiana,Baton Rouge,7132 Florida Blvd,0,7,0,0,1,,2019
1434882,2019-06-28,New Jersey,Paterson,50 block of Jefferson St,0,4,0,0,0,,2019
1434602,2019-06-28,Connecticut,Hamden,937 Choate Ave,0,5,0,0,0,,2019
1434971,2019-06-28,Georgia,Atlanta,Ira St and Bass St SW,0,7,0,0,0,,2019
1434893,2019-06-28,New Jersey,Jersey City,167 Armstrong Ave,0,4,0,0,0,,2019
1435217,2019-06-28,Minnesota,Saint Paul,909 Desoto St,0,5,0,0,0,,2019
1432989,2019-06-27,Georgia,Atlanta,600 block of Parkway Dr,0,7,0,0,0,,2019
1433857,2019-06-26,Wisconsin,Milwaukee,2800 block of N 34th St,0,4,0,0,0,,2019
1432930,2019-06-26,Ohio,Akron,900 block of Rowe St,1,3,0,0,5,,2019
1429475,2019-06-23,California,La Jolla,7500 block of Draper Ave,1,3,0,0,2,,2019
1429810,2019-06-23,California,San Jose,568 Habbitts Court,4,0,1,0,0,,2019
1429047,2019-06-23,Indiana,South Bend,1150 E Mishawaka Ave,1,10,0,0,1,,2019
1429480,2019-06-23,Ohio,Columbus,1767 Genessee Ave,0,5,0,0,0,,2019
1429338,2019-06-23,South Carolina,Abbeville,1108 Cambridge St,3,1,0,0,1,,2019
1429399,2019-06-22,Virginia,Hampton,1st St and E Pembroke Ave,0,4,0,0,1,,2019
1429022,2019-06-22,Pennsylvania,Philadelphia,2400 block of Moore St,0,4,0,0,0,,2019
1428595,2019-06-22,Maryland,Baltimore,800 block of N Port St,1,4,0,0,0,,2019
1428788,2019-06-21,Michigan,Saginaw,1506 N Charles St,1,3,0,0,0,,2019
1427483,2019-06-21,Illinois,Chicago,6300 block of S King Dr,0,4,0,0,0,,2019
1428047,2019-06-21,California,Santa Maria,519  West Taylor St,4,0,1,0,0,,2019
1428229,2019-06-21,California,Richmond,700 block of 14th St,0,5,0,0,0,,2019
1426537,2019-06-20,Pennsylvania,Allentown,343 Hamilton St,0,10,0,0,2,,2019
1425193,2019-06-18,New Jersey,Newark,700 block of Dr Martin Luther King Jr Blvd,1,4,0,0,0,,2019
1425161,2019-06-17,Texas,San Antonio,E Market St and Tower of the Americas Way,0,4,0,0,0,,2019
1424957,2019-06-17,Tennessee,Memphis,2872 Coach Dr,0,5,0,0,0,,2019
1423697,2019-06-16,Pennsylvania,Philadelphia,6900 block of Reedbird Pl,1,5,0,0,0,,2019
1423330,2019-06-16,Kentucky,Louisville,Dixie Highway and Ormsby Ave,1,6,0,0,0,,2019
1423435,2019-06-16,Iowa,Des Moines,1200 block of Sampson St,0,6,0,0,0,,2019
1422981,2019-06-15,Louisiana,Shreveport,2500 block of Hollywood Ave,0,4,0,0,0,,2019
1420933,2019-06-12,North Carolina,Charlotte,305 N Graham St,1,3,0,0,2,,2019
1419305,2019-06-11,Colorado,Aurora,12500 block of E Kansas Pl,0,4,0,0,0,,2019
1420432,2019-06-11,Georgia,Savannah,6900 Block of Damascus Rd,2,2,0,0,1,,2019
1418533,2019-06-09,Ohio,Cleveland,17218 Tarkington Ave,1,3,0,0,0,,2019
1418548,2019-06-09,New York,Buffalo,2081 Niagara St,0,4,0,0,0,,2019
1418457,2019-06-09,Tennessee,Henning,265 N Main St,1,3,0,0,0,,2019
1418180,2019-06-08,Washington,White Swan,5151 Medicine Valley Rd,5,2,0,0,2,,2019
1417570,2019-06-08,Illinois,Chicago,3500 block of W North Ave,0,4,0,0,0,,2019
1417716,2019-06-07,Texas,Austin,8220 TX-71,0,5,0,0,1,,2019
1416374,2019-06-06,Illinois,Chicago,2500 block of N Lake Shore Dr,1,3,0,0,0,,2019
1415399,2019-06-05,California,Santa Rosa,828 W 9th Street,0,4,0,0,3,,2019
1412419,2019-06-01,South Carolina,Allendale,473 Main St S,0,5,0,0,0,,2019
1411598,2019-06-01,Illinois,Chicago,300 block of East Chicago Ave,0,4,0,0,0,,2019
1411408,2019-06-01,Virginia,Portsmouth,1100 block of Mt Vernon Ave,1,3,0,0,1,,2019
1412243,2019-06-01,Illinois,Chicago,5600 block of West Madison St,0,4,0,0,0,,2019
1411963,2019-06-01,Georgia,Atlanta,12 Broad Street,0,4,0,1,0,,2019
1412430,2019-06-01,Georgia,Macon,Suzanne Dr and Robinson Dr,2,4,0,0,2,,2019
1410442,2019-05-31,Virginia,Virginia Beach,2405 Courthouse Drive,12,4,1,0,0,,2019
1411661,2019-05-31,California,West Covina,306 N Hollow Ave,1,3,0,0,1,,2019
1410329,2019-05-30,Illinois,Robbins,14000 block of Grace Ave,0,5,0,0,0,,2019
1408289,2019-05-29,Texas,Cleveland,26311 TX-321,2,2,1,0,0,,2019
1409255,2019-05-29,Louisiana,Reserve,300 block of Homewood Place,1,3,0,0,2,,2019
1407941,2019-05-27,Missouri,Saint Louis,5900 block of Goodfellow Blvd,2,2,0,0,0,,2019
1406330,2019-05-27,District of Columbia,Washington,1200 block of Sumner Rd SE,0,5,0,0,0,,2019
1407189,2019-05-27,New Jersey,Trenton,100 block of Walnut St,1,5,0,0,0,,2019
1405445,2019-05-26,District of Columbia,Washington,3509 Wheeler Rd SE,1,3,0,0,0,,2019
1405749,2019-05-26,Virginia,La Crosse,800 block of Alvis Road,0,5,0,0,3,,2019
1406070,2019-05-26,California,Stockton,600 block of E Oak St,1,3,0,0,0,,2019
1404417,2019-05-25,New Jersey,Trenton,225 Brunswick Ave,0,9,0,0,0,,2019
1404580,2019-05-25,Michigan,Detroit,3400 block of Devonshire,3,2,0,0,1,,2019
1405196,2019-05-25,Virginia,Chesapeake,Holly Cove Dr and Schooner Trail,1,9,0,0,0,,2019
1405317,2019-05-25,Maryland,Baltimore,500 block of N Belnord Ave,0,4,0,0,0,,2019
1405221,2019-05-25,Oklahoma,Oklahoma City,N Kelley Ave and NE 26th St,0,5,0,0,0,,2019
1400095,2019-05-20,Oklahoma,Tulsa,8118 E 16th St,2,2,0,0,1,,2019
1400146,2019-05-20,Louisiana,Alexandria,1900 block of Bacon Street,1,4,0,0,1,,2019
1400561,2019-05-20,Ohio,Columbus,2424 Sullivant Ave,0,4,0,0,0,,2019
1399820,2019-05-19,Oregon,Portland,226 SE Madison St,0,5,0,0,0,,2019
1399017,2019-05-18,Mississippi,Cascilla,700 Leverette Ln,0,4,1,0,0,,2019
1398553,2019-05-18,Alabama,Atmore,100 Martin Luther King Avenue,1,8,0,0,2,,2019
1398593,2019-05-18,California,Long Beach,1616 West Pacific Coast Highway,1,4,0,0,0,,2019
1398584,2019-05-18,Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2,0,0,1,,2019
1400934,2019-05-18,Nebraska,Omaha,2825 Y St,0,4,0,0,0,,2019
1399346,2019-05-18,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4,0,0,0,,2019
1398538,2019-05-18,Indiana,Muncie,2410 W. Euclid Ave,1,6,0,0,1,,2019
1398876,2019-05-17,California,Sacramento,7326 Stockton Blvd,1,3,0,0,0,,2019
1397521,2019-05-16,Ohio,Cleveland,9500 Cardwell Ave,0,4,0,0,0,,2019
1396491,2019-05-15,Louisiana,Saint Rose,100 block of St. Rose Ave,0,4,0,0,1,,2019
1395560,2019-05-14,California,Los Angeles,1248 W 47th St,0,4,0,0,0,,2019
1393960,2019-05-13,Louisiana,New Orleans,2100 block of 4th St,0,4,0,0,1,,2019
1394330,2019-05-13,Missouri,Saint Louis,4047 Shreve Ave,4,1,0,0,0,,2019
1392923,2019-05-11,Pennsylvania,Effort,Toll Rd and Bayberry Rd,0,4,0,0,1,,2019
1391971,2019-05-10,Pennsylvania,Philadelphia,1900 block of N Croskey St,0,5,0,0,0,,2019
1392313,2019-05-10,Missouri,Saint Louis,4000 block of Ashland Ave,0,6,0,0,0,,2019
1390764,2019-05-08,Indiana,Indianapolis,Roache St and Rader St,0,4,0,0,0,,2019
1389220,2019-05-07,Colorado,Littleton (Highlands Ranch),8773 S Ridgeline Blvd,1,8,0,0,2,,2019
1386962,2019-05-05,New Jersey,North Bergen,2033 45th Street,1,3,0,1,1,,2019
1387170,2019-05-05,California,Oceano,1001 Cabrillo Hwy,0,6,0,0,1,,2019
1386510,2019-05-04,Missouri,Saint Louis,Union Blvd and Northland Ave,1,4,0,0,0,,2019
1386929,2019-05-04,Indiana,Indianapolis,101 W Maryland St,0,4,0,0,0,,2019
1387245,2019-05-04,California,Stockton,5105 Holiday Dr,1,4,0,0,0,,2019
1386575,2019-05-04,Delaware,Wilmington,W 27th St and Tatnall St,0,4,0,0,0,,2019
1386481,2019-05-03,Texas,Dallas,5400 Cedar Springs Rd,1,3,0,0,0,,2019
1386085,2019-05-03,Maryland,Baltimore,1900 block of Ramsay St,0,5,0,0,0,,2019
1385642,2019-05-03,Maryland,Baltimore,2500 block of E Biddle St,0,4,0,0,3,,2019
1384553,2019-05-01,Massachusetts,Boston,32 Windermere Rd,1,3,0,0,0,,2019
1383752,2019-04-30,North Carolina,Charlotte,9214 South Library Ln,2,4,0,0,1,,2019
1381857,2019-04-28,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7,0,0,0,,2019
1382099,2019-04-28,Alabama,Birmingham,514 19th St Ensley,0,4,0,0,0,,2019
1382711,2019-04-28,Ohio,West Chester,4637 Wyndtree Dr,4,0,0,0,1,,2019
1381979,2019-04-28,Maryland,Baltimore,2544 Edmondson Ave,1,7,0,0,0,,2019
1381771,2019-04-27,Mississippi,Jackson,700 block of Monterey St,1,3,0,0,0,,2019
1381273,2019-04-27,California,Poway,16934 Chabad Way,1,3,0,0,1,,2019
1381734,2019-04-27,California,Los Angeles,700 N San Fernando Rd,0,6,0,0,0,,2019
1377519,2019-04-21,Pennsylvania,Philadelphia,1500 block of South 31st St,0,4,0,0,0,,2019
1376873,2019-04-20,Tennessee,Memphis,761 Chestnut Ave,0,6,0,0,0,,2019
1376883,2019-04-19,Kansas,Wichita,1628 S George Washington Blvd,0,4,0,0,1,,2019
1375235,2019-04-18,Kentucky,Louisville,4000 block of Bells Ln,0,4,0,0,0,,2019
1373557,2019-04-16,Maryland,Germantown,18700 block of Curry Powder Ln,1,3,0,0,0,,2019
1370795,2019-04-14,Florida,Miami,NW 19th Ave and 60th St,2,2,0,0,1,,2019
1371024,2019-04-14,California,Vallejo,100 block of Princeton Ave,1,3,0,0,0,,2019
1371065,2019-04-14,California,Stockton,2539 E Main St,0,4,0,0,0,,2019
1374920,2019-04-13,California,Moreno Valley,23500 block of Alessandro Blvd,0,4,0,0,0,,2019
1370269,2019-04-12,Illinois,Carbondale,119 N Washington St,0,4,0,0,3,,2019
1368597,2019-04-11,Maryland,Baltimore,2200 block of Ruskin Ave,1,3,0,0,1,,2019
1369109,2019-04-11,California,Los Angeles,E 103rd St and S Main St,1,4,0,0,0,,2019
1369148,2019-04-11,Arizona,Phoenix,7112 W Minnezona Ave,3,2,0,0,1,,2019
1367011,2019-04-09,Missouri,Kansas City,5339 Michigan Ave,1,3,0,0,0,,2019
1365052,2019-04-07,North Carolina,Winston Salem (Winston-salem),515 N Cherry St,0,7,0,0,1,,2019
1365077,2019-04-07,Indiana,Indianapolis,3600 block of Roosevelt Ave,2,2,0,0,0,,2019
1365173,2019-04-07,Delaware,Wilmington,940 N Pine St,0,6,0,0,0,,2019
1365100,2019-04-07,Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4,0,0,2,,2019
1364443,2019-04-06,Florida,Tallahassee,500 block of Kissimmee St,0,4,0,0,0,,2019
1364540,2019-04-06,Illinois,Chicago,6300 block of S Seeley Ave,0,6,0,0,0,,2019
1363737,2019-04-04,Florida,Panama City,100 block of Allen Ave,1,3,0,0,1,,2019
1362715,2019-04-04,Georgia,Stockbridge,300 block of Eagle Ct,2,2,1,0,0,,2019
1362364,2019-04-02,Mississippi,Hermanville,13195 MS 18,0,4,0,0,1,,2019
1362182,2019-04-02,Kentucky,Covington,337 E 13th St,0,5,0,0,2,,2019
1360333,2019-03-31,Georgia,Atlanta,3041 Landrum Dr SW,1,4,0,0,0,,2019
1359599,2019-03-31,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7,0,0,1,,2019
1359455,2019-03-31,Illinois,Chicago,500 block of N Hamlin Ave,1,4,0,0,0,,2019
1357591,2019-03-28,Maryland,Baltimore,6200 block of Boston St,0,4,0,0,0,,2019
1355275,2019-03-25,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5,0,0,2,,2019
1354049,2019-03-24,Arizona,Phoenix,2202 W McDowell Rd,0,7,0,0,1,,2019
1353714,2019-03-23,California,San Francisco,1300 Fillmore St,0,5,1,0,0,,2019
1350494,2019-03-19,Arizona,Phoenix,8526 N 27th Ave,2,4,0,0,1,,2019
1348844,2019-03-17,Georgia,Augusta,900 block of Broad St,0,4,0,0,1,,2019
1349256,2019-03-17,Georgia,Rochelle,Dennis St,1,3,0,0,2,,2019
1348793,2019-03-17,Nevada,Las Vegas,600 E Fremont St,0,4,0,0,3,,2019
1347974,2019-03-16,New Jersey,Camden,619 Ferry Ave,1,3,0,0,1,,2019
1348291,2019-03-15,Alabama,Mobile,515 Dauphin Island Pkwy,2,3,0,1,2,,2019
1347894,2019-03-14,Montana,Missoula,5145 Airway Blvd,1,3,0,0,1,,2019
1344488,2019-03-11,New Jersey,Paterson,291 12th Ave,0,4,0,0,0,,2019
1343330,2019-03-10,Louisiana,Shreveport,2700 block of San Jacinto Ave,0,4,0,0,0,,2019
1343274,2019-03-10,Colorado,Denver,15th St and Market St,1,4,0,0,1,,2019
1338860,2019-03-03,California,Oakland,316 14th St,0,4,0,0,1,,2019
1338765,2019-03-03,Illinois,Chicago,2900 block of E 79th St,0,6,0,0,0,,2019
1338790,2019-03-02,Arkansas,Pine Bluff,723 East 25th Ave,1,4,0,0,0,,2019
1337498,2019-02-28,California,Oakland,9755 Edes Ave,1,3,0,0,0,,2019
1333480,2019-02-22,Alabama,Birmingham,1100 block of Carnation Dr,2,2,0,0,1,,2019
1331974,2019-02-21,Maryland,Baltimore,500 block of Bloom St,1,4,0,0,0,,2019
1332507,2019-02-21,Kentucky,Elizabethtown,600 N Miles St,2,2,0,0,1,,2019
1332429,2019-02-21,Texas,Houston,12800 block of Eastbrook Dr,2,2,0,0,2,,2019
1332181,2019-02-20,Tennessee,Covington,529 N College St,0,4,0,0,1,,2019
1329144,2019-02-17,Texas,Henderson,504 S Van Buren St,2,2,0,0,1,,2019
1328792,2019-02-17,Indiana,Evansville,664 E Illinois St,0,5,0,0,1,,2019
1329075,2019-02-17,Louisiana,New Orleans,Tulane Ave and Elk Pl,0,5,1,0,0,,2019
1328562,2019-02-16,Mississippi,Clinton,1214 Foxhill Dr,4,0,1,0,0,,2019
1327321,2019-02-15,Illinois,Aurora,641 Archer Ave,5,6,1,0,0,,2019
1324279,2019-02-11,Texas,Livingston,3628 FM 3126,4,0,1,0,0,,2019
1323448,2019-02-09,Virginia,Petersburg,109 Perry St,0,4,0,0,0,,2019
1321021,2019-02-06,New York,Brooklyn,1778 Fulton St,1,3,0,0,0,,2019
1321093,2019-02-05,Texas,San Antonio,538 Hot Wells Blvd,2,2,0,0,1,,2019
1319333,2019-02-04,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,0,0,1,,2019
1319325,2019-02-04,Louisiana,Baton Rouge,4000 block of Topeka St,0,4,0,0,0,,2019
1320286,2019-02-03,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,0,0,1,,2019
1318391,2019-02-03,Illinois,Chicago,938 E 75th St,2,5,0,0,0,,2019
1318187,2019-02-01,California,San Diego,6800 block of Springfield St,0,4,0,0,0,,2019
1314253,2019-01-27,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,0,0,0,,2019
1312391,2019-01-26,Georgia,Albany,300 block of W Roosevelt,0,4,0,0,0,,2019
1312463,2019-01-26,Indiana,Indianapolis,2957 N Sherman Dr,0,5,0,0,1,,2019
1313291,2019-01-26,New Jersey,Newark,612 Bergen St,1,3,0,0,0,,2019
1312284,2019-01-26,Louisiana,Gonzales,42350 Church Point Rd,5,0,0,0,1,,2019
1310775,2019-01-24,Pennsylvania,State College,1450 S Atherton St,3,1,1,0,0,,2019
1310397,2019-01-24,Georgia,Rockmart,319 Williamson St,4,1,0,0,1,,2019
1309114,2019-01-23,Florida,Sebring,1901 US 27 S,5,0,0,0,1,,2019
1306920,2019-01-20,Florida,Miami,26133 SW 139th Ave,0,4,0,0,0,,2019
1305563,2019-01-19,Pennsylvania,Lebanon,1140 Church St,0,4,0,0,2,,2019
1305294,2019-01-19,Texas,Houston,7041 Sherman St,0,0,3,1,0,,2019
1305679,2019-01-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,0,0,1,,2019
1305516,2019-01-19,Illinois,Chicago,4400 block of W Madison St,0,4,0,0,0,,2019
1305538,2019-01-19,Florida,Jacksonville,11445 Brian Lakes Drive,2,2,1,0,0,,2019
1303486,2019-01-17,Kentucky,Owensboro,940 Audubon Ave,3,1,0,0,2,,2019
1302060,2019-01-16,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,0,0,0,,2019
1303303,2019-01-16,California,Palmdale,Ranch Center Dr and 40th St W,3,1,0,0,1,,2019
1301778,2019-01-15,Arkansas,Little Rock,5420 Baseline Rd,1,3,0,1,1,,2019
1299680,2019-01-13,Arizona,Phoenix,2445 E Van Buren St,1,4,0,1,0,,2019
1295294,2019-01-06,New Mexico,Roswell,1300 block of W College Blvd,0,4,0,0,1,,2019
1293054,2019-01-04,California,Torrance,22501 Hawthorne Blvd,3,4,0,0,1,,2019
1292684,2019-01-04,Virginia,Hurt,3197 Shula Dr,2,2,1,0,0,,2019
1291779,2019-01-02,Arkansas,Jonesboro,3516 Galaxy St,1,3,0,0,2,,2019
1289877,2019-01-01,South Carolina,Columbia,1709 Decker Blvd,0,5,0,0,0,,2019
1289618,2019-01-01,Florida,Tallahassee,2020 W Pensacola St,0,5,0,0,0,,2019
1891461,2020-12-31,Indiana,Indianapolis,8215 Center Run Road,1,3,0,0,0,,2020
1890946,2020-12-31,Oregon,Happy Valley,9200 block of SE Idleman Rd,0,4,0,0,0,,2020
1886974,2020-12-26,Illinois,Rockford,4007 E State St,3,3,0,0,1,,2020
1886913,2020-12-26,Florida,Tampa,N 20th St and E 7th Ave,2,2,0,0,1,,2020
1887059,2020-12-26,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,0,0,1,,2020
1886849,2020-12-26,Florida,Miami,NW 61st St and NW 13th Ave,1,3,0,0,0,,2020
1886721,2020-12-25,Arkansas,Atkins,5180 Pine Ridge Rd,4,0,1,0,0,,2020
1886372,2020-12-25,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,0,0,1,,2020
1886141,2020-12-24,Florida,Lakeland,1500 block of Amos Ave,1,4,0,0,0,,2020
1885251,2020-12-22,Mississippi,Meridian,Jeffrey Acres Rd,4,0,1,0,0,,2020
1882214,2020-12-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2,0,0,0,,2020
1881213,2020-12-19,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,0,0,0,,2020
1876727,2020-12-13,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,0,0,1,,2020
1877043,2020-12-12,California,San Bernardino,900 block of N Sierra Way,1,3,0,0,0,,2020
1876231,2020-12-12,New York,Copiague,2336 Great Neck Rd,2,2,0,0,1,,2020
1876039,2020-12-12,New York,Brooklyn,574 Warren St,0,4,0,0,0,,2020
1876552,2020-12-12,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,0,0,0,,2020
1877628,2020-12-10,Georgia,Tifton,700 block of 17 1/2 St,0,4,0,0,0,,2020
1877122,2020-12-10,Mississippi,Jackson,1805 Hospital Dr,0,5,0,0,0,,2020
1908063,2020-12-08,West Virginia,Williamsburg,611 Flynns Creek Rd,5,0,1,0,0,,2020
1873798,2020-12-08,Louisiana,Lacombe,28399 Palmer Dr,0,1,2,2,0,,2020
1870827,2020-12-06,Texas,Venus,6100 N FM 157,0,6,0,0,0,,2020
1871627,2020-12-05,California,Hayward,25000 block of Eldridge Ave,1,3,0,0,0,,2020
1870840,2020-12-05,North Carolina,Autryville,10101 Gip Rd,0,6,0,0,0,,2020
1869748,2020-12-04,Illinois,Chicago,4400 block of W Adams St,0,4,0,0,0,,2020
1867006,2020-12-01,Pennsylvania,Morrisville,1 Makefield Rd,1,3,0,0,0,,2020
1866100,2020-11-30,Alaska,Palmer,335 N Valley Way,4,0,0,0,1,,2020
1864683,2020-11-29,Mississippi,Grenada,Highway 8 East,0,11,0,0,0,,2020
1865110,2020-11-29,Tennessee,Memphis,3492 W Metropolitan Cir,2,2,0,1,3,,2020
1864205,2020-11-28,South Carolina,Conway,3800 block of Golden Key Rd,0,5,0,0,3,,2020
1863726,2020-11-28,South Carolina,Aiken,1695 Richland Ave E,1,10,0,0,4,,2020
1864177,2020-11-28,Louisiana,New Orleans,7001 Lawrence Rd,0,4,0,0,0,,2020
1862947,2020-11-27,Georgia,Macon,425 Cherry St,1,5,0,0,2,,2020
1863099,2020-11-27,Ohio,Toledo,3257 Stickney Ave,0,6,0,0,0,,2020
1862603,2020-11-26,Nevada,Henderson,870 E Lake Mead Pkwy,1,4,0,1,3,,2020
1859390,2020-11-22,New York,Brooklyn,15 Albany Ave,1,6,0,0,2,,2020
1859110,2020-11-22,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,0,0,0,,2020
1858455,2020-11-22,Illinois,Chicago,700 block of E 101st St,1,3,0,0,0,,2020
1859186,2020-11-22,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,0,0,0,,2020
1857439,2020-11-21,Illinois,Chicago,W 79th St and S Justine St,0,6,0,0,0,,2020
1857947,2020-11-21,Arizona,Phoenix,35th Ave and Earll Dr,1,4,0,0,0,,2020
1858965,2020-11-21,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,0,0,1,,2020
1857040,2020-11-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,0,0,1,,2020
1856417,2020-11-19,Florida,Haines City,422 N 15th St,1,3,0,0,0,,2020
1855276,2020-11-18,Texas,Houston,11614 Manor Park Dr,2,2,1,0,0,,2020
1856338,2020-11-18,South Carolina,Florence,500 block of Gaillard St,0,4,0,0,0,,2020
1854207,2020-11-17,Tennessee,Jackson,Honey Bear Cove,0,4,0,0,0,,2020
1854149,2020-11-16,Florida,Miami,200 block of S Biscayne River Dr,0,4,0,0,0,,2020
1853615,2020-11-16,Illinois,Chicago,700 block of S Pulaski Rd,0,4,0,0,0,,2020
1854076,2020-11-16,Illinois,Chicago,2700 block of S State St,0,4,0,0,0,,2020
1852831,2020-11-15,Louisiana,Shreveport,300 block of Douglas St,0,5,0,0,0,,2020
1853089,2020-11-15,Georgia,Jonesboro,500 Block of Museum Cir,2,2,0,0,2,,2020
1852604,2020-11-14,South Carolina,Sumter,1008 Marilyn Ave,3,1,0,0,1,,2020
1852853,2020-11-14,Missouri,Fulton,1915 N Bluff St,0,4,0,0,0,,2020
1852161,2020-11-14,Ohio,Cincinnati,400 block of Kings Run Dr,0,4,0,0,0,,2020
1852363,2020-11-14,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,0,0,0,,2020
1850981,2020-11-12,Florida,Tampa,1200 block of E Palifox St,2,4,0,0,0,,2020
1850693,2020-11-12,North Carolina,Gastonia,1225 Union Rd,0,6,0,0,2,,2020
1849308,2020-11-10,Florida,Tampa,N 50th St and Sligh Ave,1,7,0,0,0,,2020
1847840,2020-11-09,Texas,Fort Worth,5310 E Rosedale St,0,4,0,0,0,,2020
1846712,2020-11-08,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4,0,0,0,,2020
1846494,2020-11-08,Tennessee,Nashville,2nd Ave N and Commerce St,0,8,0,0,1,,2020
1846764,2020-11-07,Kansas,Ogden,225 Riley Ave,0,4,0,0,0,,2020
1845690,2020-11-07,South Carolina,Rock Hill,241 Albright Rd,1,3,0,0,1,,2020
1845477,2020-11-06,Louisiana,New Orleans,8622 Belfast St,2,2,0,0,1,,2020
1844573,2020-11-05,Ohio,Toledo,2125 Parkwood Ave,3,2,0,0,1,,2020
1843360,2020-11-04,Missouri,Jefferson City,1299 Lafayette St,0,4,0,0,1,,2020
1842362,2020-11-03,Nevada,Henderson,1445 Stonelake Cove Ave,3,1,1,0,0,,2020
1842421,2020-11-02,Ohio,Mansfield,136 Sturges Ave,0,5,0,0,0,,2020
1840600,2020-11-01,Arizona,Tucson,2500 block of E Aerospace Pkwy,2,2,0,0,0,,2020
1840534,2020-11-01,South Carolina,Hollywood,7800 block of White Point Rd,0,6,0,0,0,,2020
1840265,2020-11-01,Indiana,Evansville,664 E Illinois St,0,4,0,0,0,,2020
1840364,2020-11-01,Oklahoma,Oklahoma City,10601 S Western Ave,1,3,0,0,0,,2020
1841432,2020-11-01,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3,0,0,1,,2020
1840310,2020-11-01,New Jersey,Atlantic City,2721 Arctic Ave,1,4,0,0,0,,2020
1839628,2020-10-31,California,Sacramento,2800 block of Normington Dr,0,4,0,0,0,,2020
1839576,2020-10-31,Washington,Sumner,127th Ave E and Valley Ave E,0,5,0,0,0,,2020
